team_number,team_id,file_name,trainer_name,trainer_class,master_or_normal,format,set_number,team_label,source_file,source_page_url,pokemon_count,pokemon_species
1457,T00001457,T00001457_PokemonRangerBreana_NS6.txt,Breana,Pokémon Ranger,N,S,6,Single Battles Set 6: Team A,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,3,"Nidoqueen, Rhydon, Ambipom"
1458,T00001458,T00001458_PokemonRangerBreana_ND5.txt,Breana,Pokémon Ranger,N,D,5,Double Battles Set 5: Team A,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,4,"Kangaskhan, Magmar, Typhlosion, Torterra"
1459,T00001459,T00001459_PokemonRangerBreana_ND5.txt,Breana,Pokémon Ranger,N,D,5,Double Battles Set 5: Team B,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,4,"Lopunny, Primeape, Absol, Gastrodon"
1460,T00001460,T00001460_PokemonRangerBreana_ND6.txt,Breana,Pokémon Ranger,N,D,6,Double Battles Set 6: Team A,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,4,"Exploud, Drifblim, Nidoqueen, Staraptor"
1461,T00001461,T00001461_PokemonRangerDarrian_NS5.txt,Darrian,Pokémon Ranger,N,S,5,Single Battles Set 5: Team A,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,3,"Typhlosion, Kingler, Girafarig"
1462,T00001462,T00001462_PokemonRangerDarrian_NS5.txt,Darrian,Pokémon Ranger,N,S,5,Single Battles Set 5: Team B,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,3,"Rhydon, Shiftry, Hariyama"
1463,T00001463,T00001463_PokemonRangerDarrian_NS6.txt,Darrian,Pokémon Ranger,N,S,6,Single Battles Set 6: Team A,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,3,"Machamp, Aerodactyl, Drifblim"
1464,T00001464,T00001464_PokemonRangerDarrian_ND5.txt,Darrian,Pokémon Ranger,N,D,5,Double Battles Set 5: Team A,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,4,"Kangaskhan, Grumpig, Venusaur, Jumpluff"
1465,T00001465,T00001465_PokemonRangerDarrian_ND5.txt,Darrian,Pokémon Ranger,N,D,5,Double Battles Set 5: Team B,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,4,"Torterra, Charizard, Typhlosion, Hypno"
1466,T00001466,T00001466_PokemonRangerDarrian_ND6.txt,Darrian,Pokémon Ranger,N,D,6,Double Battles Set 6: Team A,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,4,"Exeggutor, Claydol, Bronzong, Bastiodon"
1467,T00001467,T00001467_PokemonRangerDarcy_NS7.txt,Darcy,Pokémon Ranger,N,S,7,Single Battles Set 7: Team A,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,3,"Charizard, Typhlosion, Empoleon"
1468,T00001468,T00001468_PokemonRangerDarcy_NS7.txt,Darcy,Pokémon Ranger,N,S,7,Single Battles Set 7: Team B,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,3,"Gyarados, Gallade, Machamp"
1469,T00001469,T00001469_PokemonRangerDarcy_MS1.txt,Darcy,Pokémon Ranger,M,S,1,Master Class Single Battles: Team A,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,3,"Roserade, Salamence, Lopunny"
1470,T00001470,T00001470_PokemonRangerDarcy_MS1.txt,Darcy,Pokémon Ranger,M,S,1,Master Class Single Battles: Team B,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,3,"Exploud, Metagross, Umbreon"
1471,T00001471,T00001471_PokemonRangerDarcy_ND7.txt,Darcy,Pokémon Ranger,N,D,7,Double Battles Set 7: Team A,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,4,"Mamoswine, Glaceon, Dugtrio, Espeon"
1472,T00001472,T00001472_PokemonRangerDarcy_ND7.txt,Darcy,Pokémon Ranger,N,D,7,Double Battles Set 7: Team B,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,4,"Aggron, Gardevoir, Charizard, Blastoise"
1473,T00001473,T00001473_PokemonRangerDenver_NS7.txt,Denver,Pokémon Ranger,N,S,7,Single Battles Set 7: Team A,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,3,"Glaceon, Gardevoir, Claydol"
1474,T00001474,T00001474_PokemonRangerDenver_NS7.txt,Denver,Pokémon Ranger,N,S,7,Single Battles Set 7: Team B,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,3,"Aggron, Metagross, Flygon"
1475,T00001475,T00001475_PokemonRangerDenver_MS1.txt,Denver,Pokémon Ranger,M,S,1,Master Class Single Battles: Team A,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,3,"Jynx, Typhlosion, Nidoqueen"
1476,T00001476,T00001476_PokemonRangerDenver_MS1.txt,Denver,Pokémon Ranger,M,S,1,Master Class Single Battles: Team B,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,3,"Politoed, Kingdra, Zapdos"
1477,T00001477,T00001477_PokemonRangerDenver_ND7.txt,Denver,Pokémon Ranger,N,D,7,Double Battles Set 7: Team A,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,4,"Floatzel, Rhyperior, Blissey, Gardevoir"
1478,T00001478,T00001478_PokemonRangerDenver_ND7.txt,Denver,Pokémon Ranger,N,D,7,Double Battles Set 7: Team B,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,4,"Rhyperior, Lapras, Kingdra, Flareon"
1479,T00001479,T00001479_PokemonRangerRusty_NS7.txt,Rusty,Pokémon Ranger,N,S,7,Single Battles Set 7: Team A,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,3,"Walrein, Snorlax, Dugtrio"
1480,T00001480,T00001480_PokemonRangerRusty_NS7.txt,Rusty,Pokémon Ranger,N,S,7,Single Battles Set 7: Team B,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,3,"Marowak, Aggron, Tangrowth"
1481,T00001481,T00001481_PokemonRangerRusty_MS1.txt,Rusty,Pokémon Ranger,M,S,1,Master Class Single Battles: Team A,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,3,"Kangaskhan, Aggron, Charizard"
1482,T00001482,T00001482_PokemonRangerRusty_MS1.txt,Rusty,Pokémon Ranger,M,S,1,Master Class Single Battles: Team B,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,3,"Muk, Regirock, Infernape"
1483,T00001483,T00001483_PokemonRangerRusty_ND7.txt,Rusty,Pokémon Ranger,N,D,7,Double Battles Set 7: Team A,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,4,"Garchomp, Bronzong, Electivire, Venusaur"
1484,T00001484,T00001484_PokemonRangerRusty_ND7.txt,Rusty,Pokémon Ranger,N,D,7,Double Battles Set 7: Team B,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,4,"Blissey, Metagross, Arcanine, Espeon"
1485,T00001485,T00001485_PokemonRangerJoy_NS7.txt,Joy,Pokémon Ranger,N,S,7,Single Battles Set 7: Team A,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,3,"Lucario, Honchkrow, Gallade"
1486,T00001486,T00001486_PokemonRangerJoy_NS7.txt,Joy,Pokémon Ranger,N,S,7,Single Battles Set 7: Team B,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,3,"Lucario, Mamoswine, Charizard"
1487,T00001487,T00001487_PokemonRangerJoy_MS1.txt,Joy,Pokémon Ranger,M,S,1,Master Class Single Battles: Team A,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,3,"Toxicroak, Bronzong, Yanmega"
1488,T00001488,T00001488_PokemonRangerJoy_MS1.txt,Joy,Pokémon Ranger,M,S,1,Master Class Single Battles: Team B,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,3,"Registeel, Cradily, Scizor"
1489,T00001489,T00001489_PokemonRangerJoy_ND7.txt,Joy,Pokémon Ranger,N,D,7,Double Battles Set 7: Team A,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,4,"Gastrodon, Slaking, Crobat, Machamp"
1490,T00001490,T00001490_PokemonRangerJoy_ND7.txt,Joy,Pokémon Ranger,N,D,7,Double Battles Set 7: Team B,Pok%C3%A9mon_Ranger.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Pok%C3%A9mon_Ranger,4,"Togekiss, Arcanine, Snorlax, Venusaur"
1491,T00001491,T00001491_PoliceOfficerRex_NS6.txt,Rex,Police Officer,N,S,6,Single Battles Set 6: Team A,Police_Officer.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Police_Officer,3,"Roserade, Venusaur, Weezing"
1492,T00001492,T00001492_PoliceOfficerRex_NS6.txt,Rex,Police Officer,N,S,6,Single Battles Set 6: Team B,Police_Officer.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Police_Officer,3,"Alakazam, Scizor, Slowking"
1493,T00001493,T00001493_PoliceOfficerRex_NS7.txt,Rex,Police Officer,N,S,7,Single Battles Set 7: Team A,Police_Officer.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Police_Officer,3,"Glaceon, Magnezone, Hippowdon"
1494,T00001494,T00001494_PoliceOfficerRex_ND6.txt,Rex,Police Officer,N,D,6,Double Battles Set 6: Team A,Police_Officer.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Police_Officer,4,"Ampharos, Venusaur, Shuckle, Lanturn"
1495,T00001495,T00001495_PoliceOfficerRex_ND6.txt,Rex,Police Officer,N,D,6,Double Battles Set 6: Team B,Police_Officer.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Police_Officer,4,"Starmie, Muk, Steelix, Toxicroak"
1496,T00001496,T00001496_PoliceOfficerRex_ND7.txt,Rex,Police Officer,N,D,7,Double Battles Set 7: Team A,Police_Officer.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Police_Officer,4,"Sceptile, Salamence, Tyranitar, Porygon-Z"
1497,T00001497,T00001497_PoliceOfficerTyron_NS6.txt,Tyron,Police Officer,N,S,6,Single Battles Set 6: Team A,Police_Officer.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Police_Officer,3,"Roserade, Honchkrow, Politoed"
1498,T00001498,T00001498_PoliceOfficerTyron_NS6.txt,Tyron,Police Officer,N,S,6,Single Battles Set 6: Team B,Police_Officer.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Police_Officer,3,"Roserade, Armaldo, Gliscor"
1499,T00001499,T00001499_PoliceOfficerTyron_NS7.txt,Tyron,Police Officer,N,S,7,Single Battles Set 7: Team A,Police_Officer.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Police_Officer,3,"Magmortar, Charizard, Umbreon"
1500,T00001500,T00001500_PoliceOfficerTyron_ND6.txt,Tyron,Police Officer,N,D,6,Double Battles Set 6: Team A,Police_Officer.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Police_Officer,4,"Drapion, Ambipom, Gallade, Porygon2"
1501,T00001501,T00001501_PoliceOfficerTyron_ND6.txt,Tyron,Police Officer,N,D,6,Double Battles Set 6: Team B,Police_Officer.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Police_Officer,4,"Gengar, Manectric, Heracross, Skuntank"
1502,T00001502,T00001502_PoliceOfficerTyron_ND7.txt,Tyron,Police Officer,N,D,7,Double Battles Set 7: Team A,Police_Officer.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Police_Officer,4,"Empoleon, Toxicroak, Porygon-Z, Blaziken"
1503,T00001503,T00001503_PoliceOfficerKenton_MS1.txt,Kenton,Police Officer,M,S,1,Master Class Single Battles: Team A,Police_Officer.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Police_Officer,3,"Pinsir, Registeel, Vespiquen"
1504,T00001504,T00001504_PoliceOfficerKenton_MS1.txt,Kenton,Police Officer,M,S,1,Master Class Single Battles: Team B,Police_Officer.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Police_Officer,3,"Cresselia, Latias, Weavile"
1505,T00001505,T00001505_PoliceOfficerKenton_MS1.txt,Kenton,Police Officer,M,S,1,Master Class Single Battles: Team C,Police_Officer.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Police_Officer,3,"Gardevoir, Charizard, Rampardos"
1506,T00001506,T00001506_PoliceOfficerKenton_MS1.txt,Kenton,Police Officer,M,S,1,Master Class Single Battles: Team D,Police_Officer.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Police_Officer,3,"Rampardos, Charizard, Espeon"
1507,T00001507,T00001507_PoliceOfficerTavon_MS1.txt,Tavon,Police Officer,M,S,1,Master Class Single Battles: Team A,Police_Officer.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Police_Officer,3,"Altaria, Blissey, Latios"
1508,T00001508,T00001508_PoliceOfficerTavon_MS1.txt,Tavon,Police Officer,M,S,1,Master Class Single Battles: Team B,Police_Officer.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Police_Officer,3,"Zapdos, Moltres, Pinsir"
1509,T00001509,T00001509_PoliceOfficerTavon_MS1.txt,Tavon,Police Officer,M,S,1,Master Class Single Battles: Team C,Police_Officer.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Police_Officer,3,"Lapras, Miltank, Regigigas"
1510,T00001510,T00001510_PoliceOfficerTavon_MS1.txt,Tavon,Police Officer,M,S,1,Master Class Single Battles: Team D,Police_Officer.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Police_Officer,3,"Lapras, Miltank, Gengar"
1511,T00001511,T00001511_PolicemanRex_NS6.txt,Rex,Policeman,N,S,6,Single Battles Set 6: Team A,Policeman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Policeman,3,"Roserade, Venusaur, Weezing"
1512,T00001512,T00001512_PolicemanRex_NS6.txt,Rex,Policeman,N,S,6,Single Battles Set 6: Team B,Policeman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Policeman,3,"Alakazam, Scizor, Slowking"
1513,T00001513,T00001513_PolicemanRex_NS7.txt,Rex,Policeman,N,S,7,Single Battles Set 7: Team A,Policeman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Policeman,3,"Glaceon, Magnezone, Hippowdon"
1514,T00001514,T00001514_PolicemanTyron_NS6.txt,Tyron,Policeman,N,S,6,Single Battles Set 6: Team A,Policeman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Policeman,3,"Roserade, Honchkrow, Politoed"
1515,T00001515,T00001515_PolicemanTyron_NS6.txt,Tyron,Policeman,N,S,6,Single Battles Set 6: Team B,Policeman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Policeman,3,"Roserade, Armaldo, Gliscor"
1516,T00001516,T00001516_PolicemanTyron_NS7.txt,Tyron,Policeman,N,S,7,Single Battles Set 7: Team A,Policeman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Policeman,3,"Magmortar, Charizard, Umbreon"
1517,T00001517,T00001517_PolicemanKenton_MS1.txt,Kenton,Policeman,M,S,1,Master Class Single Battles: Team A,Policeman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Policeman,3,"Pinsir, Registeel, Vespiquen"
1518,T00001518,T00001518_PolicemanKenton_MS1.txt,Kenton,Policeman,M,S,1,Master Class Single Battles: Team B,Policeman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Policeman,3,"Cresselia, Latias, Weavile"
1519,T00001519,T00001519_PolicemanKenton_MS1.txt,Kenton,Policeman,M,S,1,Master Class Single Battles: Team C,Policeman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Policeman,3,"Gardevoir, Charizard, Rampardos"
1520,T00001520,T00001520_PolicemanKenton_MS1.txt,Kenton,Policeman,M,S,1,Master Class Single Battles: Team D,Policeman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Policeman,3,"Rampardos, Charizard, Espeon"
1521,T00001521,T00001521_PolicemanTavon_MS1.txt,Tavon,Policeman,M,S,1,Master Class Single Battles: Team A,Policeman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Policeman,3,"Altaria, Blissey, Latios"
1522,T00001522,T00001522_PolicemanTavon_MS1.txt,Tavon,Policeman,M,S,1,Master Class Single Battles: Team B,Policeman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Policeman,3,"Zapdos, Moltres, Pinsir"
1523,T00001523,T00001523_PolicemanTavon_MS1.txt,Tavon,Policeman,M,S,1,Master Class Single Battles: Team C,Policeman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Policeman,3,"Lapras, Miltank, Regigigas"
1524,T00001524,T00001524_PolicemanTavon_MS1.txt,Tavon,Policeman,M,S,1,Master Class Single Battles: Team D,Policeman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Policeman,3,"Lapras, Miltank, Gengar"
1525,T00001525,T00001525_PolicemanTyron_ND6.txt,Tyron,Policeman,N,D,6,Double Battles Set 6: Team A,Policeman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Policeman,4,"Drapion, Ambipom, Gallade, Porygon2"
1526,T00001526,T00001526_PolicemanTyron_ND6.txt,Tyron,Policeman,N,D,6,Double Battles Set 6: Team B,Policeman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Policeman,4,"Gengar, Manectric, Heracross, Skuntank"
1527,T00001527,T00001527_PolicemanTyron_ND7.txt,Tyron,Policeman,N,D,7,Double Battles Set 7: Team A,Policeman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Policeman,4,"Empoleon, Toxicroak, Porygon-Z, Blaziken"
1528,T00001528,T00001528_PolicemanRex_ND6.txt,Rex,Policeman,N,D,6,Double Battles Set 6: Team A,Policeman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Policeman,4,"Ampharos, Venusaur, Shuckle, Lanturn"
1529,T00001529,T00001529_PolicemanRex_ND6.txt,Rex,Policeman,N,D,6,Double Battles Set 6: Team B,Policeman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Policeman,4,"Starmie, Muk, Steelix, Toxicroak"
1530,T00001530,T00001530_PolicemanRex_ND7.txt,Rex,Policeman,N,D,7,Double Battles Set 7: Team A,Policeman.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Policeman,4,"Sceptile, Salamence, Tyranitar, Porygon-Z"
1531,T00001531,T00001531_PsychicJasper_NS4.txt,Jasper,Psychic,N,S,4,Single Battles Set 4: Team A,Psychic.html,https://bulbapedia.bulbagarden.net/wiki/List_of_Battle_Tower_Trainers_in_Pok%C3%A9mon_Brilliant_Diamond_and_Shining_Pearl/Psychic,3,"Pidgeot, Venomoth, Sharpedo"
